target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.005,-0.31,8,8,0,up,3.433057100000042,None,space,0.4471289000002798,None,0,8,8,7,,,,,,,,,2137.3375025,,,,,,,,,,,,2137.3218217999997,2137.3375025,2137.3375025,2140.7845832,up,3.433057100000042,None,2140.7848269,2140.8006477999998,2140.8006477999998,2140.8006477999998,2141.1003022,2141.2508258,space,0.4471289000002798,None,,,,,,,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,10,9,9,0,down,4.503318600000057,None,None,,,0,9,9,9,,,,,,,,,2141.26684,,,,,,,,,,,,2141.2509744,2141.26684,2141.26684,2145.7796143,down,4.503318600000057,None,2145.7798521,2145.7955288,2145.7955288,2145.7955288,2146.0951846,2148.7924991,None,,,,,,,,,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148.7925949,2148.809104,2151.7894754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,0.31,0,0,0,up,13.988507300000038,None,space,0.3060596999998779,None,,,,,0,0,0,8,,,,,2151.8059431,,,,,,,,,,,,2151.7951537999998,2151.8059431,2151.8059431,2165.8090518,,,,2165.8093035,2165.8249223,2165.8249223,2165.8249223,2166.1247533,2166.1421881,,,,up,13.988507300000038,None,space,0.3060596999998779,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,0.31,1,1,0,down,6.109316900000067,None,space,0.3108132999996087,None,,,,,0,1,1,6,,,,,2166.1580315,,,,,,,,,,,,2166.1423478,2166.1580315,2166.1580315,2172.2693484,,,,2172.2695931,2172.2850549,2172.2850549,2172.2850549,2172.5847089999997,2172.6021771,,,,down,6.109316900000067,None,space,0.3108132999996087,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.31,0.005,2,2,0,up,5.464712800000143,None,space,0.30247259999987364,None,,,,,0,2,2,1,,,,,2172.6179951999998,,,,,,,,,,,,2172.6023325,2172.6179951999998,2172.6179951999998,2178.0965642,,,,2178.0968063,2178.1124967,2178.1124967,2178.1124967,2178.4121505,2178.4295168999997,,,,up,5.464712800000143,None,space,0.30247259999987364,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
-0.31,0.005,3,3,0,down,4.052702899999986,None,space,0.391738499999974,None,,,,,0,3,3,2,,,,,2178.4454673,,,,,,,,,,,,2178.4296768,2178.4454673,2178.4454673,2182.5087503,,,,2182.5089957,2182.5245237,2182.5245237,2182.5245237,2182.8242544,2182.9249753999998,,,,down,4.052702899999986,None,space,0.391738499999974,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,10,4,4,0,up,3.8311171999998805,None,None,,,,,,,0,4,4,9,,,,,2182.9408541,,,,,,,,,,,,2182.9251308,2182.9408541,2182.9408541,2186.7876996,,,,2186.7879427,2186.8036013,2186.8036013,2186.8036013,2187.1032964,2189.8006756,,,,up,3.8311171999998805,None,None,,,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.31,0.005,5,5,0,down,3.169724100000167,None,space,0.355254000000059,None,,,,,0,5,5,3,,,,,2189.8171016,,,,,,,,,,,,2189.8008289,2189.8171016,2189.8171016,2192.9978393,,,,2192.9980897,2193.0138644,2193.0138644,2193.0138644,2193.3134661999998,2193.3809388,,,,down,3.169724100000167,None,space,0.355254000000059,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,-0.31,6,6,0,up,2.6944056000002092,None,space,0.4396867000000384,None,,,,,0,6,6,7,,,,,2193.3968701999997,,,,,,,,,,,,2193.3810933,2193.3968701999997,2193.3968701999997,2196.0948534,,,,2196.0950913,2196.1106994,2196.1106994,2196.1106994,2196.4104045999998,2196.560957,,,,up,2.6944056000002092,None,space,0.4396867000000384,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
-0.31,0.005,7,7,0,down,4.553739999999834,None,space,0.44248990000005506,None,,,,,0,7,7,0,,,,,2196.5769324,,,,,,,,,,,,2196.5611121,2196.5769324,2196.5769324,2201.1397818,,,,2201.1400347999997,2201.1555113,2201.1555113,2201.1555113,2201.4552717,2201.6058601,,,,down,4.553739999999834,None,space,0.44248990000005506,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
10,0.005,8,8,0,up,4.317043500000182,None,None,,,,,,,0,8,8,4,,,,,2201.6216564,,,,,,,,,,,,2201.606013,2201.6216564,2201.6216564,2205.9512737,,,,2205.9515097,2205.9673675,2205.9673675,2205.9673675,2206.2669683,2208.9643719,,,,up,4.317043500000182,None,None,,,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,-0.31,9,9,0,down,5.197429000000284,None,space,0.4480285999998159,None,,,,,0,9,9,5,,,,,2208.9808737,,,,,,,,,,,,2208.9645234,2208.9808737,2208.9808737,2214.1929669,,,,2214.193214,2214.2088597,2214.2088597,2214.2088597,2214.5084838,2214.6591973,,,,down,5.197429000000284,None,space,0.4480285999998159,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.31,0.005,10,0,1,up,3.4472358000002714,None,space,0.358288000000357,None,,,,,1,0,10,3,,,,,2214.6750259,,,,,,,,,,,,2214.6593534999997,2214.6750259,2214.6750259,2218.1389630999997,,,,2218.1392075999997,2218.1548216,2218.1548216,2218.1548216,2218.4545185,2218.5218313,,,,up,3.4472358000002714,None,space,0.358288000000357,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
10,0.005,11,1,1,down,3.688430199999857,None,None,,,,,,,1,1,11,4,,,,,2218.5378621,,,,,,,,,,,,2218.5219851,2218.5378621,2218.5378621,2222.2352074,,,,2222.2354514999997,2222.2505706,2222.2505706,2222.2505706,2222.5502591,2225.2477247,,,,down,3.688430199999857,None,None,,,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,-0.31,12,2,1,up,0.5070362000001296,None,space,0.3682865999999194,None,,,,,1,2,12,7,,,,,2225.2642988,,,,,,,,,,,,2225.2478821,2225.2642988,2225.2642988,2225.7811843,,,,2225.7814243,2225.7968738,2225.7968738,2225.7968738,2226.0965894,2226.180754,,,,up,0.5070362000001296,None,space,0.3682865999999194,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,0.31,13,3,1,down,5.077747100000124,None,space,0.3844911000001048,None,,,,,1,3,13,6,,,,,2226.1965841,,,,,,,,,,,,2226.1809091,2226.1965841,2226.1965841,2231.2756745,,,,2231.2759126,2231.2913746,2231.2913746,2231.2913746,2231.5910976,2231.6916448,,,,down,5.077747100000124,None,space,0.3844911000001048,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
-0.31,0.005,14,4,1,up,4.526612300000124,None,space,0.3137714999998025,None,,,,,1,4,14,2,,,,,2231.7077154,,,,,,,,,,,,2231.6918011,2231.7077154,2231.7077154,2236.2372239,,,,2236.2374634,2236.2529179,2236.2529179,2236.2529179,2236.5525614,2236.5702149999997,,,,up,4.526612300000124,None,space,0.3137714999998025,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,-0.31,15,5,1,down,5.729337499999929,None,space,0.5791819000000942,None,,,,,1,5,15,5,,,,,2236.585864,,,,,,,,,,,,2236.5703679,2236.585864,2236.585864,2242.3306612,,,,2242.3309146,2242.3467517999998,2242.3467517999998,2242.3467517999998,2242.6464024,2242.9303428,,,,down,5.729337499999929,None,space,0.5791819000000942,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.31,0.005,16,6,1,up,2.8805060999998204,None,space,0.3712398000002395,None,,,,,1,6,16,1,,,,,2242.9461247,,,,,,,,,,,,2242.9305012,2242.9461247,2242.9461247,2245.8274022,,,,2245.8276531,2245.8431709,2245.8431709,2245.8431709,2246.1428596,2246.2268696,,,,up,2.8805060999998204,None,space,0.3712398000002395,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,0.31,17,7,1,down,5.464288699999997,None,space,0.4557433999998466,None,,,,,1,7,17,8,,,,,2246.2428163,,,,,,,,,,,,2246.2270304,2246.2428163,2246.2428163,2251.7213001,,,,2251.7215453999997,2251.7371499,2251.7371499,2251.7371499,2252.0369556,2252.2040626,,,,down,5.464288699999997,None,space,0.4557433999998466,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,10,18,8,1,up,2.8472568000001957,None,None,,,,,,,1,8,18,9,,,,,2252.2200439,,,,,,,,,,,,2252.2042329,2252.2200439,2252.2200439,2255.0680075,,,,2255.0682530999998,2255.0839201999997,2255.0839201999997,2255.0839201999997,2255.3834354,2258.0806955,,,,up,2.8472568000001957,None,None,,,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
-0.31,0.005,19,9,1,down,3.753139200000078,None,space,0.26657129999966855,None,,,,,1,9,19,0,,,,,2258.0973516,,,,,,,,,,,,2258.0808556,2258.0973516,2258.0973516,2261.8608087,,,,2261.8610473999997,2261.8768683,2261.8768683,2261.8768683,,2262.1441608,,,,down,3.753139200000078,None,space,0.26657129999966855,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,-0.31,20,0,2,up,5.8592813999998725,None,space,0.3777992999998787,None,,,,,2,0,20,7,,,,,2262.1598288,,,,,,,,,,,,2262.1443179,2262.1598288,2262.1598288,2268.0214627,,,,2268.0217036,2268.0370918,2268.0370918,2268.0370918,2268.3369179,2268.4210524,,,,up,5.8592813999998725,None,space,0.3777992999998787,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,-0.31,21,1,2,down,5.661509500000193,None,space,0.434822499999882,None,,,,,2,1,21,5,,,,,2268.4368394,,,,,,,,,,,,2268.4212081,2268.4368394,2268.4368394,2274.1151043,,,,2274.1153406,2274.1309155999998,2274.1309155999998,2274.1309155999998,2274.4305949,2274.5812143,,,,down,5.661509500000193,None,space,0.434822499999882,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,0.31,22,2,2,down,8.94961340000009,None,space,0.3662592000000586,None,,,,,2,2,22,8,,,,,2274.5970901,,,,,,,,,,,,2274.5813677,2274.5970901,2274.5970901,2283.5554057,,,,2283.5556441999997,2283.5711727,2283.5711727,2283.5711727,2283.8710203,2283.9383522,,,,down,8.94961340000009,None,space,0.3662592000000586,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,0.31,23,3,2,up,4.360768500000177,None,space,0.34905239999989135,None,,,,,2,3,23,6,,,,,2283.9541289,,,,,,,,,,,,2283.9385102,2283.9541289,2283.9541289,2288.3171955,,,,2288.3174397,2288.3329725,2288.3329725,2288.3329725,2288.6327074,2288.6835422,,,,up,4.360768500000177,None,space,0.34905239999989135,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
10,0.005,24,4,2,down,4.519193599999653,None,None,,,,,,,2,4,24,4,,,,,2288.6992627,,,,,,,,,,,,2288.6836972,2288.6992627,2288.6992627,2293.2287179,,,,2293.2289564,2293.2447452,2293.2447452,2293.2447452,2293.5445621,2296.2416668,,,,down,4.519193599999653,None,None,,,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
-0.31,0.005,25,5,2,up,1.9529602000002342,None,space,0.3571022000000994,None,,,,,2,5,25,2,,,,,2296.2583246,,,,,,,,,,,,2296.241818,2296.2583246,2296.2583246,2298.2236536,,,,2298.2238925,2298.2396568999998,2298.2396568999998,2298.2396568999998,2298.5393013,2298.6066139,,,,up,1.9529602000002342,None,space,0.3571022000000994,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.31,0.005,26,6,2,down,5.435662400000183,None,space,0.3818530999997165,None,,,,,2,6,26,1,,,,,2298.6226456,,,,,,,,,,,,2298.6067746999997,2298.6226456,2298.6226456,2304.0677508999997,,,,2304.0679903,2304.0836669,2304.0836669,2304.0836669,2304.3833059,2304.4676073,,,,down,5.435662400000183,None,space,0.3818530999997165,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,10,27,7,2,up,2.807153400000061,None,None,,,,,,,2,7,27,9,,,,,2304.4831235,,,,,,,,,,,,2304.4677631,2304.4831235,2304.4831235,2307.2977241,,,,2307.2979619,2307.3136258,2307.3136258,2307.3136258,2307.6132933999997,2310.3107148,,,,up,2.807153400000061,None,None,,,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.31,0.005,28,8,2,down,2.667055899999923,None,space,0.30651450000004843,None,,,,,2,8,28,3,,,,,2310.3273995,,,,,,,,,,,,2310.3108702,2310.3273995,2310.3273995,2313.0083939,,,,2313.008639,2313.0244592999998,2313.0244592999998,2313.0244592999998,2313.3241306,2313.3414564,,,,down,2.667055899999923,None,space,0.30651450000004843,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
-0.31,0.005,29,9,2,up,4.269001100000423,None,space,0.4147934000002351,None,,,,,2,9,29,0,,,,,2313.3575078999997,,,,,,,,,,,,2313.3416124,2313.3575078999997,2313.3575078999997,2317.6371671,,,,2317.6374058,2317.6530601,2317.6530601,2317.6530601,2317.9526197,2318.0702246,,,,up,4.269001100000423,None,space,0.4147934000002351,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
-0.31,0.005,30,0,3,down,4.636453699999947,None,space,0.5024240999996437,None,,,,,3,0,30,2,,,,,2318.0859324,,,,,,,,,,,,2318.0703797,2318.0859324,2318.0859324,2322.7320383,,,,2322.7322789,2322.7477195,2322.7477195,2322.7477195,2323.0476691,2323.2647579,,,,down,4.636453699999947,None,space,0.5024240999996437,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.31,0.005,31,1,3,up,4.769609599999967,None,space,0.39057669999965583,None,,,,,3,1,31,1,,,,,2323.2806603,,,,,,,,,,,,2323.2649131,2323.2806603,2323.2806603,2328.0598504,,,,2328.0600888999998,2328.0756425,2328.0756425,2328.0756425,2328.3754212999997,2328.4760800999998,,,,up,4.769609599999967,None,space,0.39057669999965583,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,0.31,32,2,3,down,5.814393399999972,None,space,0.34636120000004667,None,,,,,3,2,32,8,,,,,2328.4920227,,,,,,,,,,,,2328.4762353,2328.4920227,2328.4920227,2334.3200625,,,,2334.3203015,2334.3359117,2334.3359117,2334.3359117,2334.6355664,2334.6861846,,,,down,5.814393399999972,None,space,0.34636120000004667,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
10,0.005,33,3,3,up,3.2047419999998965,None,None,,,,,,,3,3,33,4,,,,,2334.7023598,,,,,,,,,,,,2334.6863424,2334.7023598,2334.7023598,2337.9163967,,,,2337.9166359,2337.9322847,2337.9322847,2337.9322847,2338.2319818,2340.9294298,,,,up,3.2047419999998965,None,None,,,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,-0.31,34,4,3,down,3.6885388000000603,None,space,0.31860039999992296,None,,,,,3,4,34,7,,,,,2340.945964,,,,,,,,,,,,2340.9295813999997,2340.945964,2340.945964,2344.6427192,,,,2344.6429577,2344.6587406,2344.6587406,2344.6587406,2344.9585014,2344.9924897,,,,down,3.6885388000000603,None,space,0.31860039999992296,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
-0.31,0.005,35,5,3,up,3.8503881999999976,None,space,0.42451440000013463,None,,,,,3,5,35,0,,,,,2345.0085586,,,,,,,,,,,,2344.9926505,2345.0085586,2345.0085586,2348.8717106,,,,2348.871949,2348.8877085999998,2348.8877085999998,2348.8877085999998,2349.1875344,2349.3213642,,,,up,3.8503881999999976,None,space,0.42451440000013463,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,-0.31,36,6,3,down,5.433132000000114,None,space,0.335062999999991,None,,,,,3,6,36,5,,,,,2349.3372647,,,,,,,,,,,,2349.3215198,2349.3372647,2349.3372647,2354.7825043,,,,2354.7827488,2354.7984935,2354.7984935,2354.7984935,2355.0981069,2355.1487932,,,,down,5.433132000000114,None,space,0.335062999999991,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.005,0.31,37,7,3,up,4.110448800000086,None,space,0.37223279999989245,None,,,,,3,7,37,6,,,,,2355.1646688,,,,,,,,,,,,2355.1489487999997,2355.1646688,2355.1646688,2359.2778288,,,,2359.278083,2359.2937573,2359.2937573,2359.2937573,2359.593441,2359.6775282,,,,up,4.110448800000086,None,space,0.37223279999989245,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
0.31,0.005,38,8,3,down,6.829054400000132,None,space,0.37173940000002403,None,,,,,3,8,38,3,,,,,2359.693444,,,,,,,,,,,,2359.6776836,2359.693444,2359.693444,2366.5370642,,,,2366.5373051,2366.5530575,2366.5530575,2366.5530575,2366.8527754,2366.9366944,,,,down,6.829054400000132,None,space,0.37173940000002403,None,,,,,,,,,,,,P103,001,2024-11-15_08h29.57.384,posner_endo_new1,2024.2.4,60.01777726563169,2024-11-15 08h30.17.711096 +0000,
