participant_ID,target_x,validity,trial,phase,response,rt,Participant
P131,-0.31,valid,31,inhale,correct,0.381630700081587,P131
P131,0.31,valid,32,inhale,correct,0.369688199949451,P131
P131,-0.31,invalid,33,inhale,correct,0.393423300003633,P131
P131,10,catch,34,inhale,correct,NA,P131
P131,0.31,valid,35,inhale,correct,0.317514299997129,P131
P131,-0.31,invalid,36,inhale,correct,0.348938100039959,P131
P131,0.31,invalid,37,inhale,correct,0.424170000012964,P131
P131,0.31,invalid,38,inhale,correct,0.438037500018254,P131
P131,0.31,valid,39,inhale,correct,0.357875499990769,P131
P131,0.31,invalid,40,inhale,correct,0.392550899996422,P131
P131,10,catch,41,inhale,incorrect,0.236113199964166,P131
P131,-0.31,valid,42,inhale,correct,0.405436299974099,P131
P131,10,catch,43,inhale,correct,NA,P131
P131,0.31,invalid,44,inhale,correct,0.479603699990548,P131
P131,0.31,invalid,45,inhale,correct,0.465149099938571,P131
P131,0.31,valid,46,inhale,correct,0.567540799966082,P131
P131,-0.31,valid,47,inhale,correct,0.390922800055705,P131
P131,-0.31,invalid,48,inhale,correct,0.370218399912119,P131
P131,10,catch,49,inhale,correct,NA,P131
P131,-0.31,valid,50,inhale,correct,0.396892199991271,P131
P131,-0.31,valid,51,inhale,correct,0.376087000011466,P131
P131,-0.31,invalid,52,inhale,correct,0.378608900005929,P131
P131,-0.31,valid,53,inhale,correct,0.40725950000342,P131
P131,10,catch,54,inhale,correct,NA,P131
P131,0.31,invalid,55,inhale,correct,0.394497599918395,P131
P131,-0.31,valid,56,inhale,correct,0.455885600065812,P131
P131,0.31,valid,57,inhale,correct,0.472204799996689,P131
P131,-0.31,invalid,58,inhale,correct,0.405079899937846,P131
P131,0.31,invalid,59,inhale,correct,0.366779400035739,P131
P131,10,catch,0,exhale,correct,NA,P131
P131,10,catch,1,exhale,correct,NA,P131
P131,0.31,invalid,2,exhale,correct,0.523901799926534,P131
P131,0.31,invalid,3,exhale,correct,0.420715100015514,P131
P131,-0.31,valid,4,exhale,correct,0.378346099983901,P131
P131,-0.31,invalid,5,exhale,correct,0.366144699975848,P131
P131,0.31,valid,6,exhale,correct,0.366347000002861,P131
P131,-0.31,invalid,7,exhale,correct,0.345716900075786,P131
P131,-0.31,valid,8,exhale,correct,0.323597699985839,P131
P131,-0.31,invalid,9,exhale,correct,0.504375999909826,P131
P131,0.31,invalid,10,exhale,correct,0.388342299964279,P131
P131,-0.31,invalid,11,exhale,correct,0.386960700037889,P131
P131,0.31,valid,12,exhale,correct,0.333022400038317,P131
P131,10,catch,13,exhale,correct,NA,P131
P131,-0.31,invalid,14,exhale,correct,0.371170799946412,P131
P131,-0.31,valid,15,exhale,correct,0.3687048999127,P131
P131,10,catch,16,exhale,correct,NA,P131
P131,10,catch,17,exhale,correct,NA,P131
P131,0.31,invalid,18,exhale,correct,0.419213799992576,P131
P131,10,catch,19,exhale,correct,NA,P131
P131,0.31,invalid,20,exhale,correct,0.434252999955788,P131
P131,-0.31,valid,21,exhale,correct,0.37124180002138,P131
P131,0.31,valid,22,exhale,correct,0.349669800023548,P131
P131,-0.31,invalid,23,exhale,correct,0.399599700002,P131
P131,0.31,valid,24,exhale,correct,0.384392499923706,P131
P131,-0.31,invalid,25,exhale,correct,0.402802500058897,P131
P131,-0.31,valid,26,exhale,correct,0.310841400059871,P131
P131,0.31,valid,27,exhale,correct,0.406795999966562,P131
P131,10,catch,28,exhale,correct,NA,P131
P131,0.31,valid,29,exhale,correct,0.365574100054801,P131
P131,0.31,valid,30,exhale,correct,0.383396000019275,P131
P131,-0.31,valid,31,exhale,correct,0.439619799959473,P131
P131,0.31,valid,32,exhale,correct,0.463886099983938,P131
P131,-0.31,invalid,33,exhale,correct,0.457991800038144,P131
P131,10,catch,34,exhale,correct,NA,P131
P131,0.31,valid,35,exhale,correct,0.469827999942936,P131
P131,-0.31,invalid,36,exhale,correct,0.392961699981242,P131
P131,0.31,invalid,37,exhale,correct,0.481844600057229,P131
P131,0.31,invalid,38,exhale,correct,0.421493400004692,P131
P131,0.31,valid,39,exhale,correct,0.35084840003401,P131
P131,0.31,invalid,40,exhale,correct,0.494319699937478,P131
P131,10,catch,41,exhale,correct,NA,P131
P131,-0.31,valid,42,exhale,correct,0.358254699967802,P131
P131,10,catch,43,exhale,correct,NA,P131
P131,0.31,invalid,44,exhale,correct,0.419491300010122,P131
P131,0.31,invalid,45,exhale,correct,0.499783899984322,P131
P131,0.31,valid,46,exhale,correct,0.389071099925786,P131
P131,-0.31,valid,47,exhale,correct,0.395657900022343,P131
P131,-0.31,invalid,48,exhale,correct,0.386376300011761,P131
P131,10,catch,49,exhale,correct,NA,P131
P131,-0.31,valid,50,exhale,correct,0.402306700008921,P131
P131,-0.31,valid,51,exhale,correct,0.337456900044344,P131
P131,-0.31,invalid,52,exhale,correct,0.397215700009838,P131
P131,-0.31,valid,53,exhale,correct,0.352743499912322,P131
P131,10,catch,54,exhale,correct,NA,P131
P131,0.31,invalid,55,exhale,correct,0.423753899987787,P131
P131,-0.31,valid,56,exhale,correct,0.405664299963973,P131
P131,0.31,valid,57,exhale,correct,0.356259100022726,P131
P131,-0.31,invalid,58,exhale,correct,0.321434899931774,P131
P131,0.31,invalid,59,exhale,correct,0.386666500009596,P131
P132,10,catch,0,exhale,correct,NA,P132
P132,10,catch,1,exhale,correct,NA,P132
P132,0.31,invalid,2,exhale,correct,0.456381200114265,P132
P132,0.31,invalid,3,exhale,correct,0.413808299927041,P132
P132,-0.31,valid,4,exhale,correct,0.372262199874967,P132
P132,-0.31,invalid,5,exhale,correct,0.420573999872431,P132
P132,0.31,valid,6,exhale,correct,0.383752600057051,P132
P132,-0.31,invalid,7,exhale,correct,0.40675859991461,P132
P132,-0.31,valid,8,exhale,correct,0.44880190002732,P132
P132,-0.31,invalid,9,exhale,correct,0.446642899885774,P132
P132,0.31,invalid,10,exhale,correct,0.398452199995518,P132
P132,-0.31,invalid,11,exhale,correct,0.432107900036499,P132
P132,0.31,valid,12,exhale,correct,0.488029799889773,P132
P132,10,catch,13,exhale,correct,NA,P132
P132,-0.31,invalid,14,exhale,correct,0.408235699869692,P132
P132,-0.31,valid,15,exhale,correct,0.382370899897069,P132
P132,10,catch,16,exhale,correct,NA,P132
P132,10,catch,17,exhale,correct,NA,P132
P132,0.31,invalid,18,exhale,correct,0.404561999952421,P132
P132,10,catch,19,exhale,correct,NA,P132
P132,0.31,invalid,20,exhale,correct,0.473832000046968,P132
P132,-0.31,valid,21,exhale,correct,0.668084100121632,P132
P132,0.31,valid,22,exhale,correct,0.37901940010488,P132
P132,-0.31,invalid,23,exhale,correct,0.411657999968156,P132
P132,0.31,valid,24,exhale,correct,0.452632099855691,P132
P132,-0.31,invalid,25,exhale,correct,0.392274599988014,P132
P132,-0.31,valid,26,exhale,correct,0.392519599990919,P132
P132,0.31,valid,27,exhale,correct,0.527523800032213,P132
P132,10,catch,28,exhale,correct,NA,P132
P132,0.31,valid,29,exhale,correct,0.358470899984241,P132
P132,0.31,valid,30,exhale,correct,0.428298400016502,P132
P132,-0.31,valid,31,exhale,correct,0.340591100044549,P132
P132,0.31,valid,32,exhale,correct,0.438315800158307,P132
P132,-0.31,invalid,33,exhale,correct,0.717688799835742,P132
P132,10,catch,34,exhale,correct,NA,P132
P132,0.31,valid,35,exhale,correct,0.436968900030479,P132
P132,-0.31,invalid,36,exhale,correct,0.432712499983609,P132
P132,0.31,invalid,37,exhale,correct,0.468319700099528,P132
P132,0.31,invalid,38,exhale,correct,0.494886199943721,P132
P132,0.31,valid,39,exhale,correct,0.54207960003987,P132
P132,0.31,invalid,40,exhale,correct,0.457008900120854,P132
P132,10,catch,41,exhale,correct,NA,P132
P132,-0.31,valid,42,exhale,correct,0.447939899982885,P132
P132,10,catch,43,exhale,correct,NA,P132
P132,0.31,invalid,44,exhale,correct,0.519517900189385,P132
P132,0.31,invalid,45,exhale,correct,0.427977700019255,P132
P132,0.31,valid,46,exhale,correct,0.4006828002166,P132
P132,-0.31,valid,47,exhale,correct,0.49647229979746,P132
P132,-0.31,invalid,48,exhale,correct,0.417447400046512,P132
P132,10,catch,49,exhale,correct,NA,P132
P132,-0.31,valid,50,exhale,correct,0.408465000102296,P132
P132,-0.31,valid,51,exhale,correct,0.463821299839765,P132
P132,-0.31,invalid,52,exhale,correct,0.493833500193432,P132
P132,-0.31,valid,53,exhale,correct,0.364258900051937,P132
P132,10,catch,54,exhale,correct,NA,P132
P132,0.31,invalid,55,exhale,correct,0.450722899986431,P132
P132,-0.31,valid,56,exhale,correct,0.437520599924028,P132
P132,0.31,valid,57,exhale,correct,0.4493180999998,P132
P132,-0.31,invalid,58,exhale,correct,0.469345800112933,P132
P132,0.31,invalid,59,exhale,correct,0.530895800096914,P132
P132,10,catch,0,inhale,correct,NA,P132
P132,10,catch,1,inhale,correct,NA,P132
P132,0.31,invalid,2,inhale,correct,0.497241199947894,P132
P132,0.31,invalid,3,inhale,correct,0.561250499915332,P132
P132,-0.31,valid,4,inhale,correct,0.411799799883738,P132
P132,-0.31,invalid,5,inhale,correct,0.392676299903542,P132
P132,0.31,valid,6,inhale,correct,0.36229750001803,P132
P132,-0.31,invalid,7,inhale,correct,0.35940369986929,P132
P132,-0.31,valid,8,inhale,correct,0.397159700049087,P132
P132,-0.31,invalid,9,inhale,correct,0.400815600063652,P132
P132,0.31,invalid,10,inhale,correct,0.413651200011373,P132
P132,-0.31,invalid,11,inhale,correct,0.520602000178769,P132
P132,0.31,valid,12,inhale,correct,0.385683099972084,P132
P132,10,catch,13,inhale,correct,NA,P132
P132,-0.31,invalid,14,inhale,correct,0.498931600013748,P132
P132,-0.31,valid,15,inhale,correct,0.421032600104809,P132
P132,10,catch,16,inhale,correct,NA,P132
P132,10,catch,17,inhale,correct,NA,P132
P132,0.31,invalid,18,inhale,correct,0.436184300109744,P132
P132,10,catch,19,inhale,correct,NA,P132
P132,0.31,invalid,20,inhale,correct,0.5122433998622,P132
P132,-0.31,valid,21,inhale,correct,0.484802699880674,P132
P132,0.31,valid,22,inhale,correct,0.503930100006983,P132
P132,-0.31,invalid,23,inhale,correct,0.518345500109717,P132
P132,0.31,valid,24,inhale,correct,0.287028199993074,P132
P132,-0.31,invalid,25,inhale,correct,0.450963899958879,P132
P132,-0.31,valid,26,inhale,correct,0.405383000150323,P132
P132,0.31,valid,27,inhale,correct,0.362521999981254,P132
P132,10,catch,28,inhale,correct,NA,P132
P132,0.31,valid,29,inhale,correct,0.469249099958688,P132
P132,0.31,valid,30,inhale,correct,0.363143200054765,P132
P132,-0.31,valid,31,inhale,correct,0.370840300107375,P132
P132,0.31,valid,32,inhale,correct,0.448510800022632,P132
P132,-0.31,invalid,33,inhale,correct,0.434678100049496,P132
P132,10,catch,34,inhale,correct,NA,P132
P132,0.31,valid,35,inhale,correct,0.379754499997944,P132
P132,-0.31,invalid,36,inhale,correct,0.441841199994087,P132
P132,0.31,invalid,37,inhale,correct,0.498434799956158,P132
P132,0.31,invalid,38,inhale,correct,0.449291599914432,P132
P132,0.31,valid,39,inhale,correct,0.375597600126639,P132
P132,0.31,invalid,40,inhale,correct,0.488001300022006,P132
P132,10,catch,41,inhale,correct,NA,P132
P132,-0.31,valid,42,inhale,correct,0.399860800011083,P132
P132,10,catch,43,inhale,correct,NA,P132
P132,0.31,invalid,44,inhale,correct,0.466869799885899,P132
P132,0.31,invalid,45,inhale,correct,0.430308100068942,P132
P132,0.31,valid,46,inhale,correct,0.387445200001821,P132
P132,-0.31,valid,47,inhale,correct,0.517686299979687,P132
P132,-0.31,invalid,48,inhale,correct,0.427481299964711,P132
P132,10,catch,49,inhale,correct,NA,P132
P132,-0.31,valid,50,inhale,correct,0.407522300025448,P132
P132,-0.31,valid,51,inhale,correct,0.454919700045139,P132
P132,-0.31,invalid,52,inhale,correct,0.418560100020841,P132
P132,-0.31,valid,53,inhale,correct,0.356946000130847,P132
P132,10,catch,54,inhale,correct,NA,P132
P132,0.31,invalid,55,inhale,correct,0.477415599860251,P132
P132,-0.31,valid,56,inhale,correct,0.336398100014776,P132
P132,0.31,valid,57,inhale,correct,0.365215199999511,P132
P132,-0.31,invalid,58,inhale,correct,0.428082400001585,P132
P132,0.31,invalid,59,inhale,correct,0.309092100011185,P132
P133,10,catch,0,inhale,correct,NA,P133
P133,10,catch,1,inhale,correct,NA,P133
P133,0.31,invalid,2,inhale,correct,0.343621599953622,P133
P133,0.31,invalid,3,inhale,correct,0.295435899868608,P133
P133,-0.31,valid,4,inhale,correct,0.3350792999845,P133
P133,-0.31,invalid,5,inhale,correct,0.324962900020182,P133
P133,0.31,valid,6,inhale,correct,0.294613000005484,P133
P133,-0.31,invalid,7,inhale,correct,0.384813799988478,P133
P133,-0.31,valid,8,inhale,correct,0.378146999981254,P133
P133,-0.31,invalid,9,inhale,correct,0.309741000179201,P133
P133,0.31,invalid,10,inhale,correct,0.346944299992174,P133
P133,-0.31,invalid,11,inhale,correct,0.312231800053269,P133
P133,0.31,valid,12,inhale,correct,0.334417700069025,P133
P133,10,catch,13,inhale,correct,NA,P133
P133,-0.31,invalid,14,inhale,correct,0.411321799969301,P133
P133,-0.31,valid,15,inhale,correct,0.337598900077865,P133
P133,10,catch,16,inhale,incorrect,0.325043600052595,P133
P133,10,catch,17,inhale,correct,NA,P133
P133,0.31,invalid,18,inhale,correct,0.483798299916089,P133
P133,10,catch,19,inhale,incorrect,0.296766499988735,P133
P133,0.31,invalid,20,inhale,correct,0.383683799998835,P133
P133,-0.31,valid,21,inhale,correct,0.441236299928278,P133
P133,0.31,valid,22,inhale,correct,0.329805699875578,P133
P133,-0.31,invalid,23,inhale,correct,0.42139200004749,P133
P133,0.31,valid,24,inhale,correct,0.382043200079352,P133
P133,-0.31,invalid,25,inhale,correct,0.32802030001767,P133
P133,-0.31,valid,26,inhale,correct,0.360679300036281,P133
P133,0.31,valid,27,inhale,correct,0.373472699895501,P133
P133,10,catch,28,inhale,correct,NA,P133
P133,0.31,valid,29,inhale,correct,0.422342899953946,P133
P133,0.31,valid,30,inhale,correct,0.382036900147796,P133
P133,-0.31,valid,31,inhale,correct,0.393757400102913,P133
P133,0.31,valid,32,inhale,correct,0.300919199828058,P133
P133,-0.31,invalid,33,inhale,correct,0.362709899898618,P133
P133,10,catch,34,inhale,incorrect,0.34364700014703,P133
P133,0.31,valid,35,inhale,correct,0.417006600182503,P133
P133,-0.31,invalid,36,inhale,correct,0.42235799995251,P133
P133,0.31,invalid,37,inhale,correct,0.350233299890533,P133
P133,0.31,invalid,38,inhale,correct,0.372458699857816,P133
P133,0.31,valid,39,inhale,correct,0.293344299774617,P133
P133,0.31,invalid,40,inhale,correct,0.34198800008744,P133
P133,10,catch,41,inhale,correct,NA,P133
P133,-0.31,valid,42,inhale,correct,0.419747099978849,P133
P133,10,catch,43,inhale,correct,NA,P133
P133,0.31,invalid,44,inhale,correct,0.422284299973398,P133
P133,0.31,invalid,45,inhale,correct,0.374509900109842,P133
P133,0.31,valid,46,inhale,correct,0.409729599952698,P133
P133,-0.31,valid,47,inhale,correct,0.366266899975017,P133
P133,-0.31,invalid,48,inhale,correct,0.353175700176507,P133
P133,10,catch,49,inhale,correct,NA,P133
P133,-0.31,valid,50,inhale,correct,0.560114399995655,P133
P133,-0.31,valid,51,inhale,correct,0.360068900045007,P133
P133,-0.31,invalid,52,inhale,correct,0.38255099998787,P133
P133,-0.31,valid,53,inhale,correct,0.347364899935201,P133
P133,10,catch,54,inhale,correct,NA,P133
P133,0.31,invalid,55,inhale,correct,0.364236700115725,P133
P133,-0.31,valid,56,inhale,correct,0.481777400011197,P133
P133,0.31,valid,57,inhale,correct,0.30555639998056,P133
P133,-0.31,invalid,58,inhale,correct,0.368362299865112,P133
P133,0.31,invalid,59,inhale,correct,0.39694740017876,P133
P133,10,catch,0,exhale,correct,NA,P133
P133,10,catch,1,exhale,correct,NA,P133
P133,0.31,invalid,2,exhale,correct,0.414989299839363,P133
P133,0.31,invalid,3,exhale,correct,0.505169800017029,P133
P133,-0.31,valid,4,exhale,correct,0.386713000014424,P133
P133,-0.31,invalid,5,exhale,correct,0.340067300014198,P133
P133,0.31,valid,6,exhale,correct,0.395548800006509,P133
P133,-0.31,invalid,7,exhale,correct,0.377676700009033,P133
P133,-0.31,valid,8,exhale,correct,0.366901300149038,P133
P133,-0.31,invalid,9,exhale,correct,0.361245600041002,P133
P133,0.31,invalid,10,exhale,correct,0.436204399913549,P133
P133,-0.31,invalid,11,exhale,correct,0.349708300083876,P133
P133,0.31,valid,12,exhale,correct,0.412425300106406,P133
P133,10,catch,13,exhale,incorrect,0.313559399917722,P133
P133,-0.31,invalid,14,exhale,correct,0.383325399830937,P133
P133,-0.31,valid,15,exhale,correct,0.421677500009537,P133
P133,10,catch,16,exhale,correct,NA,P133
P133,10,catch,17,exhale,correct,NA,P133
P133,0.31,invalid,18,exhale,correct,0.439374499954283,P133
P133,10,catch,19,exhale,correct,NA,P133
P133,0.31,invalid,20,exhale,correct,0.404593100072816,P133
P133,-0.31,valid,21,exhale,correct,0.390408699866384,P133
P133,0.31,valid,22,exhale,correct,0.335031099850312,P133
P133,-0.31,invalid,23,exhale,correct,0.365476500010118,P133
P133,0.31,valid,24,exhale,correct,0.381276899948716,P133
P133,-0.31,invalid,25,exhale,correct,0.363447200041264,P133
P133,-0.31,valid,26,exhale,correct,0.36703890003264,P133
P133,0.31,valid,27,exhale,correct,0.306043000193313,P133
P133,10,catch,28,exhale,incorrect,0.336229000007734,P133
P133,0.31,valid,29,exhale,correct,0.355655299965292,P133
P133,0.31,valid,30,exhale,correct,0.368797799805179,P133
P133,-0.31,valid,31,exhale,correct,0.364820800023153,P133
P133,0.31,valid,32,exhale,correct,0.38728450005874,P133
P133,-0.31,invalid,33,exhale,correct,0.336497600190341,P133
P133,10,catch,34,exhale,correct,NA,P133
P133,0.31,valid,35,exhale,correct,0.384510499890894,P133
P133,-0.31,invalid,36,exhale,correct,0.405694099841639,P133
P133,0.31,invalid,37,exhale,correct,0.374164500040933,P133
P133,0.31,invalid,38,exhale,correct,0.423409100156277,P133
P133,0.31,valid,39,exhale,correct,0.359549199929461,P133
P133,0.31,invalid,40,exhale,correct,0.338309200014919,P133
P133,10,catch,41,exhale,correct,NA,P133
P133,-0.31,valid,42,exhale,correct,0.367748900083825,P133
P133,10,catch,43,exhale,correct,NA,P133
P133,0.31,invalid,44,exhale,correct,0.443566299974918,P133
P133,0.31,invalid,45,exhale,correct,0.370201700134203,P133
P133,0.31,valid,46,exhale,correct,0.365628500003368,P133
P133,-0.31,valid,47,exhale,correct,0.512970699928701,P133
P133,-0.31,invalid,48,exhale,correct,0.368773900205269,P133
P133,10,catch,49,exhale,correct,NA,P133
P133,-0.31,valid,50,exhale,correct,0.387701499974355,P133
P133,-0.31,valid,51,exhale,correct,0.357629300095141,P133
P133,-0.31,invalid,52,exhale,correct,0.341172099811956,P133
P133,-0.31,valid,53,exhale,correct,0.421157700009644,P133
P133,10,catch,54,exhale,correct,NA,P133
P133,0.31,invalid,55,exhale,correct,0.414750499883667,P133
P133,-0.31,valid,56,exhale,correct,0.362306500086561,P133
P133,0.31,valid,57,exhale,correct,0.351409299997613,P133
P133,-0.31,invalid,58,exhale,correct,0.35031809983775,P133
P133,0.31,invalid,59,exhale,correct,0.363846200052649,P133
P134,10,catch,0,exhale,correct,NA,P134
P134,10,catch,1,exhale,correct,NA,P134
P134,0.31,invalid,2,exhale,correct,0.445047499844804,P134
P134,0.31,invalid,3,exhale,correct,0.442299700109288,P134
P134,-0.31,valid,4,exhale,correct,0.377142099896446,P134
P134,-0.31,invalid,5,exhale,correct,0.329840099904686,P134
P134,0.31,valid,6,exhale,correct,0.35308470018208,P134
P134,-0.31,invalid,7,exhale,correct,0.304970600176603,P134
P134,-0.31,valid,8,exhale,correct,0.322616799967363,P134
P134,-0.31,invalid,9,exhale,correct,0.443802800029516,P134
P134,0.31,invalid,10,exhale,correct,0.424163200194016,P134
P134,-0.31,invalid,11,exhale,correct,0.302533499896526,P134
P134,0.31,valid,12,exhale,correct,0.543896799907088,P134
P134,10,catch,13,exhale,correct,NA,P134
P134,-0.31,invalid,14,exhale,correct,0.459574399981648,P134
P134,-0.31,valid,15,exhale,correct,0.431576200062409,P134
P134,10,catch,16,exhale,correct,NA,P134
P134,10,catch,17,exhale,correct,NA,P134
P134,0.31,invalid,18,exhale,correct,0.561332799959928,P134
P134,10,catch,19,exhale,correct,NA,P134
P134,0.31,invalid,20,exhale,correct,0.494591800030321,P134
P134,-0.31,valid,21,exhale,correct,0.440882500028238,P134
P134,0.31,valid,22,exhale,correct,0.338684299960732,P134
P134,-0.31,invalid,23,exhale,correct,0.484945600153878,P134
P134,0.31,valid,24,exhale,correct,0.593750200001523,P134
P134,-0.31,invalid,25,exhale,correct,0.447068999987096,P134
P134,-0.31,valid,26,exhale,correct,0.371278899954632,P134
P134,0.31,valid,27,exhale,correct,0.485294500133023,P134
P134,10,catch,28,exhale,correct,NA,P134
P134,0.31,valid,29,exhale,correct,0.352590299909934,P134
P134,0.31,valid,30,exhale,correct,0.306701400084421,P134
P134,-0.31,valid,31,exhale,correct,0.390458000125363,P134
P134,0.31,valid,32,exhale,correct,0.321061999769881,P134
P134,-0.31,invalid,33,exhale,correct,0.387631699908525,P134
P134,10,catch,34,exhale,correct,NA,P134
P134,0.31,valid,35,exhale,correct,0.403490199940279,P134
P134,-0.31,invalid,36,exhale,correct,0.491028799908236,P134
P134,0.31,invalid,37,exhale,correct,0.392298300052062,P134
P134,0.31,invalid,38,exhale,correct,0.44008699990809,P134
P134,0.31,valid,39,exhale,correct,0.456263999920338,P134
P134,0.31,invalid,40,exhale,correct,0.495837500086054,P134
P134,10,catch,41,exhale,correct,NA,P134
P134,-0.31,valid,42,exhale,correct,0.364080699859187,P134
P134,10,catch,43,exhale,incorrect,0.346899699885398,P134
P134,0.31,invalid,44,exhale,correct,0.482423200039193,P134
P134,0.31,invalid,45,exhale,correct,0.424101500073448,P134
P134,0.31,valid,46,exhale,correct,0.460731099825352,P134
P134,-0.31,valid,47,exhale,correct,0.381522400071844,P134
P134,-0.31,invalid,48,exhale,correct,0.338846700033173,P134
P134,10,catch,49,exhale,correct,NA,P134
P134,-0.31,valid,50,exhale,correct,0.382612299872562,P134
P134,-0.31,valid,51,exhale,correct,0.536437400151044,P134
P134,-0.31,invalid,52,exhale,correct,0.432171800173819,P134
P134,-0.31,valid,53,exhale,correct,0.394310799892992,P134
P134,10,catch,54,exhale,correct,NA,P134
P134,0.31,invalid,55,exhale,correct,0.609380200039595,P134
P134,-0.31,valid,56,exhale,correct,0.558389900019392,P134
P134,0.31,valid,57,exhale,correct,0.383517999900505,P134
P134,-0.31,invalid,58,exhale,correct,0.418724300106987,P134
P134,0.31,invalid,59,exhale,correct,0.456786999944597,P134
P134,10,catch,0,inhale,correct,NA,P134
P134,10,catch,1,inhale,correct,NA,P134
P134,0.31,invalid,2,inhale,correct,0.460302400169894,P134
P134,0.31,invalid,3,inhale,correct,0.434239200083539,P134
P134,-0.31,valid,4,inhale,correct,0.375978700118139,P134
P134,-0.31,invalid,5,inhale,correct,0.406832699896768,P134
P134,0.31,valid,6,inhale,correct,0.352560200029984,P134
P134,-0.31,invalid,7,inhale,correct,0.406539299990982,P134
P134,-0.31,valid,8,inhale,correct,1.06058560009114,P134
P134,-0.31,invalid,9,inhale,correct,0.500962699996307,P134
P134,0.31,invalid,10,inhale,correct,0.636201099958271,P134
P134,-0.31,invalid,11,inhale,correct,0.46104700001888,P134
P134,0.31,valid,12,inhale,correct,0.441802999936044,P134
P134,10,catch,13,inhale,correct,NA,P134
P134,-0.31,invalid,14,inhale,correct,0.430985700106248,P134
P134,-0.31,valid,15,inhale,correct,0.453754300018772,P134
P134,10,catch,16,inhale,correct,NA,P134
P134,10,catch,17,inhale,correct,NA,P134
P134,0.31,invalid,18,inhale,correct,0.516347700031474,P134
P134,10,catch,19,inhale,correct,NA,P134
P134,0.31,invalid,20,inhale,correct,0.57877969997935,P134
P134,-0.31,valid,21,inhale,correct,0.593448200030252,P134
P134,0.31,valid,22,inhale,correct,0.5094428001903,P134
P134,-0.31,invalid,23,inhale,correct,0.430682100122795,P134
P134,0.31,valid,24,inhale,correct,0.514636000152677,P134
P134,-0.31,invalid,25,inhale,correct,1.09597410005517,P134
P134,-0.31,valid,26,inhale,correct,0.448537000222132,P134
P134,0.31,valid,27,inhale,correct,0.534544399939477,P134
P134,10,catch,28,inhale,correct,NA,P134
P134,0.31,valid,29,inhale,correct,0.778489199932665,P134
P134,0.31,valid,30,inhale,correct,0.527961200103164,P134
P134,-0.31,valid,31,inhale,correct,0.505546899978071,P134
P134,0.31,valid,32,inhale,correct,0.487674199976027,P134
P134,-0.31,invalid,33,inhale,correct,0.311001800000668,P134
P134,10,catch,34,inhale,correct,NA,P134
P134,0.31,valid,35,inhale,correct,0.636421100003645,P134
P134,-0.31,invalid,36,inhale,correct,0.489090999821201,P134
P134,0.31,invalid,37,inhale,correct,0.478408500086516,P134
P134,0.31,invalid,38,inhale,correct,0.500788300065324,P134
P134,0.31,valid,39,inhale,correct,0.401816400000826,P134
P134,0.31,invalid,40,inhale,correct,0.636519899824634,P134
P134,10,catch,41,inhale,incorrect,0.252664800034836,P134
P134,-0.31,valid,42,inhale,correct,0.404696099925786,P134
P134,10,catch,43,inhale,incorrect,0.335868300171569,P134
P134,0.31,invalid,44,inhale,correct,0.438166299834847,P134
P134,0.31,invalid,45,inhale,correct,0.501976700033993,P134
P134,0.31,valid,46,inhale,correct,0.478349199984223,P134
P134,-0.31,valid,47,inhale,correct,0.415636599995196,P134
P134,-0.31,invalid,48,inhale,correct,0.48790830001235,P134
P134,10,catch,49,inhale,correct,NA,P134
P134,-0.31,valid,50,inhale,correct,0.491871299920604,P134
P134,-0.31,valid,51,inhale,correct,0.402233300032094,P134
P134,-0.31,invalid,52,inhale,correct,0.520018999930471,P134
P134,-0.31,valid,53,inhale,correct,0.622527400031686,P134
P134,10,catch,54,inhale,correct,NA,P134
P134,0.31,invalid,55,inhale,correct,0.48464969987981,P134
P134,-0.31,valid,56,inhale,correct,0.570066699991003,P134
P134,0.31,valid,57,inhale,correct,0.466483700089157,P134
P134,-0.31,invalid,58,inhale,correct,0.558796799974516,P134
P134,0.31,invalid,59,inhale,correct,0.485199799994007,P134
P135,10,catch,0,inhale,correct,NA,P135
P135,10,catch,1,inhale,correct,NA,P135
P135,0.31,invalid,2,inhale,correct,0.404418400023133,P135
P135,0.31,invalid,3,inhale,correct,0.515888599911705,P135
P135,-0.31,valid,4,inhale,correct,0.418941400013864,P135
P135,-0.31,invalid,5,inhale,correct,0.424814700149,P135
P135,0.31,valid,6,inhale,correct,0.957486700033769,P135
P135,-0.31,invalid,7,inhale,correct,0.556073500076309,P135
P135,-0.31,valid,8,inhale,correct,0.356148999882862,P135
P135,-0.31,invalid,9,inhale,correct,0.477098200004548,P135
P135,0.31,invalid,10,inhale,correct,0.395325799938291,P135
P135,-0.31,invalid,11,inhale,correct,0.504941299790516,P135
P135,0.31,valid,12,inhale,correct,0.447084899991751,P135
P135,10,catch,13,inhale,correct,NA,P135
P135,-0.31,invalid,14,inhale,correct,0.445142100099474,P135
P135,-0.31,valid,15,inhale,correct,0.528768700081855,P135
P135,10,catch,16,inhale,correct,NA,P135
P135,10,catch,17,inhale,correct,NA,P135
P135,0.31,invalid,18,inhale,correct,0.396922999992967,P135
P135,10,catch,19,inhale,correct,NA,P135
P135,0.31,invalid,20,inhale,correct,0.405733300140128,P135
P135,-0.31,valid,21,inhale,correct,0.623295299941674,P135
P135,0.31,valid,22,inhale,correct,0.510732500115409,P135
P135,-0.31,invalid,23,inhale,correct,0.501736799953505,P135
